# ENTITIES
entity_name,source_id,graph_data
rel-d0923544e00ef7932e81191606f44967,"{'__id__': 'rel-d0923544e00ef7932e81191606f44967', '__created_at__': 1749262951, 'src_id': 'NFC', 'tgt_id': 'Watch Pro', 'content': 'NFC\tWatch Pro\nConnectivity,Technology Capabilities\nThe Watch Pro lacks NFC functionality which affects its interaction capabilities with other contactless technologies.', 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source'}"
rel-b2eb0e911842cc9ee1c47478c45049bb,"{'__id__': 'rel-b2eb0e911842cc9ee1c47478c45049bb', '__created_at__': 1749262951, 'src_id': 'Watch Pro', 'tgt_id': 'eSIM service', 'content': 'Watch Pro\teSIM service\nMobile Connectivity,Technology Limitations\nThe Watch Pro does not support eSIM services affecting mobile connectivity options for users.', 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source'}"
rel-5c0a570d785bb24cc82942054ced3eef,"{'__id__': 'rel-5c0a570d785bb24cc82942054ced3eef', '__created_at__': 1749262951, 'src_id': 'Bluetooth 5.3', 'tgt_id': 'Watch Pro', 'content': 'Bluetooth 5.3\tWatch Pro\nTechnology Features,Wireless Standards\nThe Watch Pro supports Bluetooth version 5.3 providing improved performance compared to previous versions.', 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source'}"
rel-79e220140cead40ee5fee288b15a4465,"{'__id__': 'rel-79e220140cead40ee5fee288b15a4465', '__created_at__': 1749262951, 'src_id': 'GPS/GLONASS/Galileo/QZSS/Beidou', 'tgt_id': 'Watch Pro', 'content': 'GPS/GLONASS/Galileo/QZSS/Beidou\tWatch Pro\nLocation Tracking,Satellite Systems\nThe Watch Pro offers global positioning capabilities through multiple satellite systems enhancing location tracking accuracy.', 'source_id': 'chunk-c923c17927fa4e291cc287467061e0cf', 'file_path': 'unknown_source'}"
rel-8bd470bff386cdbe7ec0b99c00f9e414,"{'__id__': 'rel-8bd470bff386cdbe7ec0b99c00f9e414', '__created_at__': 1749262951, 'src_id': 'Watch Pro 2', 'tgt_id': ""Women's Health Data App"", 'content': ""Watch Pro 2\tWomen's Health Data App\ndevice integration,health information sharing\nThe Women's Health Data App can sync data to the Watch Pro 2 for display on both devices."", 'source_id': 'chunk-2666978485c7758b69e3c834ba80fefe', 'file_path': 'unknown_source'}"
rel-0283ada949d0bc88a5b8f1b909304f1b,"{'__id__': 'rel-0283ada949d0bc88a5b8f1b909304f1b', '__created_at__': 1749262951, 'src_id': 'Ambient Light Automatic Brightness Adjustment', 'tgt_id': 'Watch Pro 2', 'content': 'Ambient Light Automatic Brightness Adjustment\tWatch Pro 2\nsmartwatch functionality,user experience optimization\nThe Watch Pro 2 has a feature that automatically adjusts screen brightness based on ambient light conditions.', 'source_id': 'chunk-2666978485c7758b69e3c834ba80fefe', 'file_path': 'unknown_source'}"
rel-e98ccfd9d96ec856f6d2947e9b129123,"{'__id__': 'rel-e98ccfd9d96ec856f6d2947e9b129123', '__created_at__': 1749262951, 'src_id': 'Watch Pro 2', 'tgt_id': 'built-in tools', 'content': 'Watch Pro 2\tbuilt-in tools\ntool integration,watch feature\nThe Watch Pro 2 includes a variety of built-in everyday tools that enhance user convenience.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-8da9a2f3757216cbe60652adce0dd559,"{'__id__': 'rel-8da9a2f3757216cbe60652adce0dd559', '__created_at__': 1749262951, 'src_id': 'CMF Watch app', 'tgt_id': 'additional features', 'content': 'CMF Watch app\tadditional features\napp support,watch customization\nThe CMF Watch app provides additional settings and functionalities for the Watch Pro 2 users.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-085c743dbb518d86deab36acf10fc991,"{'__id__': 'rel-085c743dbb518d86deab36acf10fc991', '__created_at__': 1749262951, 'src_id': 'Alarms', 'tgt_id': 'functionality', 'content': 'Alarms\tfunctionality\nalarm functionality,reminder system\nServes as reminders on the Watch Pro 2 for scheduling events or personal tasks.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-f2e958588d34c509c337e5fc916258a8,"{'__id__': 'rel-f2e958588d34c509c337e5fc916258a8', '__created_at__': 1749262951, 'src_id': 'World Clock', 'tgt_id': 'global time display', 'content': 'World Clock\tglobal time display\nglobal tracking,time zone\nEnables users to view current time in different locations worldwide via the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-e6010e5501351072754b9c0c8e631376,"{'__id__': 'rel-e6010e5501351072754b9c0c8e631376', '__created_at__': 1749262951, 'src_id': 'Calendar', 'tgt_id': 'event management', 'content': 'Calendar\tevent management\nevent tracking,schedule organization\nAssists in organizing and managing personal or professional schedules on the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-a0a0dbee408d55420bc8f03c4be73944,"{'__id__': 'rel-a0a0dbee408d55420bc8f03c4be73944', '__created_at__': 1749262951, 'src_id': 'Cycles', 'tgt_id': 'health monitoring', 'content': ""Cycles\thealth monitoring\nperiod tracking,women's health\nThe Watch Pro 2 tracks menstrual cycles for women to monitor their health and hormonal changes."", 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-d691f986f759ab5e72f6fc5c2da83d67,"{'__id__': 'rel-d691f986f759ab5e72f6fc5c2da83d67', '__created_at__': 1749262951, 'src_id': 'Flashlight', 'tgt_id': 'emergency utility', 'content': 'Flashlight\temergency utility\nemergency tool,light source\nServes as a backup light source in low-light conditions when using the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-c866b981d60ed32123570f6e857a34d9,"{'__id__': 'rel-c866b981d60ed32123570f6e857a34d9', '__created_at__': 1749262951, 'src_id': 'Camera Remote', 'tgt_id': 'remote control', 'content': 'Camera Remote\tremote control\ncamera control,remote functionality\nFacilitates hands-free operation of smartphone cameras with the Watch Pro 2 through Bluetooth connection.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-cd47750aa7d0fa00658d0ee38d042efd,"{'__id__': 'rel-cd47750aa7d0fa00658d0ee38d042efd', '__created_at__': 1749262951, 'src_id': 'Weather', 'tgt_id': 'real-time update', 'content': 'Weather\treal-time update\nreal-time updates,weather information\nProvides current weather conditions and forecasts directly on the Watch Pro 2 using GPS data.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-0f5fdd7918be11a1b001eb3d36b72451,"{'__id__': 'rel-0f5fdd7918be11a1b001eb3d36b72451', '__created_at__': 1749262951, 'src_id': 'Stopwatch', 'tgt_id': 'timed measurement', 'content': 'Stopwatch\ttimed measurement\ninterval timing,stopwatch functionality\nAllows users to measure time intervals accurately for fitness tracking or task durations on the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-8f991be9a6597339955575e726680b93,"{'__id__': 'rel-8f991be9a6597339955575e726680b93', '__created_at__': 1749262951, 'src_id': 'Timers', 'tgt_id': 'time management tool', 'content': 'Timers\ttime management tool\ncountdown timers,time management\nOffers customizable timer options for activities requiring attention to time limits on the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-644a00e0f1c0fb674e399aded4326ed8,"{'__id__': 'rel-644a00e0f1c0fb674e399aded4326ed8', '__created_at__': 1749262951, 'src_id': 'AI integration', 'tgt_id': 'Voice Assistant', 'content': 'AI integration\tVoice Assistant\nAI feature,voice interaction\nIntegrates AI functionality into daily operations with voice commands and responses using the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-dab3c82ff15bbd9b63f4bfa3dd0a21f5,"{'__id__': 'rel-dab3c82ff15bbd9b63f4bfa3dd0a21f5', '__created_at__': 1749262951, 'src_id': 'Calculator', 'tgt_id': 'mathematical tool', 'content': 'Calculator\tmathematical tool\ncomputational tool,simple math\nProvides basic mathematical calculations on the Watch Pro 2 for quick arithmetic tasks.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-12c6896d7bb631d7da64de048d15d899,"{'__id__': 'rel-12c6896d7bb631d7da64de048d15d899', '__created_at__': 1749262951, 'src_id': 'Find My Phone', 'tgt_id': 'lost phone finder', 'content': 'Find My Phone\tlost phone finder\nlost device recovery,phone tracking\nFacilitates locating misplaced smartphones using the GPS capabilities of the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-384b18321c345a8abb4448071c9a21cf,"{'__id__': 'rel-384b18321c345a8abb4448071c9a21cf', '__created_at__': 1749262951, 'src_id': 'Quick Reply', 'tgt_id': 'response facilitation', 'content': 'Quick Reply\tresponse facilitation\nmessage sending,quick response\nSpeeds up communication by enabling users to send pre-defined messages quickly through notifications on the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-e63e9341d1864d1090fcba7c29cf21b6,"{'__id__': 'rel-e63e9341d1864d1090fcba7c29cf21b6', '__created_at__': 1749262951, 'src_id': 'Breathing', 'tgt_id': 'stress relief tool', 'content': 'Breathing\tstress relief tool\nbreathing techniques,stress reduction\nOffers guided breathing exercises for stress management and relaxation using the Watch Pro 2.', 'source_id': 'chunk-128e66067604ae44825d98ba3ed45122', 'file_path': 'unknown_source'}"
rel-f408d00cb3d276f4f77a79994ac15e24,"{'__id__': 'rel-f408d00cb3d276f4f77a79994ac15e24', '__created_at__': 1749262951, 'src_id': 'Pairing', 'tgt_id': 'Watch Pro', 'content': 'Pairing\tWatch Pro\n8\nTo use the Watch Pro effectively, it needs to be unpaired from its previously connected devices before pairing with a new one.""<|""new device', 'source_id': 'chunk-76cdae3356bcf4004a71c8e11a80f300', 'file_path': 'unknown_source'}"
rel-128e0fe3f03dbdbb4018a1194ba80bc8,"{'__id__': 'rel-128e0fe3f03dbdbb4018a1194ba80bc8', '__created_at__': 1749262951, 'src_id': 'Language Selection Interface', 'tgt_id': 'Watch Pro', 'content': 'Language Selection Interface\tWatch Pro\n5\nAfter unpairing or factory reset on Watch Pro, user will return to Language Selection interface for setting the language of their choice.""<|""interface navigation', 'source_id': 'chunk-76cdae3356bcf4004a71c8e11a80f300', 'file_path': 'unknown_source'}"
rel-5fccf2d124c616928329a9e279761a27,"{'__id__': 'rel-5fccf2d124c616928329a9e279761a27', '__created_at__': 1749262951, 'src_id': 'Settings Menu', 'tgt_id': 'Watch Pro', 'content': 'Settings Menu\tWatch Pro\n7\nUsers navigate through different settings options using the Settings menu which can be accessed from main watch face or after pressing button.""<|""system configuration', 'source_id': 'chunk-76cdae3356bcf4004a71c8e11a80f300', 'file_path': 'unknown_source'}"
rel-60a1a36dbbb620fe05c1dabbb8b3a4c9,"{'__id__': 'rel-60a1a36dbbb620fe05c1dabbb8b3a4c9', '__created_at__': 1749262951, 'src_id': 'Function List', 'tgt_id': 'Watch Pro', 'content': 'Function List\tWatch Pro\n8\nAccessing a list of functions available on the Watch Pro allows users to quickly switch between features like flashlight, weather forecast, sleep tracking, stress monitoring, and exercise activities.""<|""user interface', 'source_id': 'chunk-76cdae3356bcf4004a71c8e11a80f300', 'file_path': 'unknown_source'}"
rel-8046d3ce21f61bfbe7e1782e5c14616b,"{'__id__': 'rel-8046d3ce21f61bfbe7e1782e5c14616b', '__created_at__': 1749262951, 'src_id': 'Watch Pro', 'tgt_id': 'function', 'content': 'Watch Pro\tfunction\ndevice function,user interface\nTurning the Watch Pro on/off requires pressing and holding the button, with options for restarting or shutting down.', 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c', 'file_path': 'unknown_source'}"
rel-706eee65abe5a263e7ca620e87bb3a04,"{'__id__': 'rel-706eee65abe5a263e7ca620e87bb3a04', '__created_at__': 1749262951, 'src_id': 'Watch Pro', 'tgt_id': 'volume adjustment', 'content': 'Watch Pro\tvolume adjustment\nfeature integration,user control\nUsers can adjust volume during exercise by pressing a specific button on the Watch Pro.', 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c', 'file_path': 'unknown_source'}"
rel-06adc427605a491046ccceb3f6b4a49f,"{'__id__': 'rel-06adc427605a491046ccceb3f6b4a49f', '__created_at__': 1749262951, 'src_id': 'Watch Pro', 'tgt_id': 'camera control', 'content': ""Watch Pro\tcamera control\nmultitasking capabilities,wireless connectivity\nThe Watch Pro enables camera control through Bluetooth connection to the phone's camera app or third-party apps."", 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c', 'file_path': 'unknown_source'}"
rel-56d2d2d43d38eacde090fe1bcfae756d,"{'__id__': 'rel-56d2d2d43d38eacde090fe1bcfae756d', '__created_at__': 1749262951, 'src_id': 'Bluetooth headphones', 'tgt_id': 'connection', 'content': 'Bluetooth headphones\tconnection\nhardware compatibility,indirect connection capability\nWhile Watch Pro does not directly support connecting to Bluetooth headphones, users can achieve this via their phones.', 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c', 'file_path': 'unknown_source'}"
rel-bc16cb4b5596d8376f7d4f2f74b7294a,"{'__id__': 'rel-bc16cb4b5596d8376f7d4f2f74b7294a', '__created_at__': 1749262951, 'src_id': 'Watch Pro', 'tgt_id': 'volume control', 'content': 'Watch Pro\tvolume control\naudio management,device functionality\nVolume adjustment function allows for fine tuning of audio settings on the Watch Pro.', 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c', 'file_path': 'unknown_source'}"
rel-083e2be107a62f223caea60dd2504ba7,"{'__id__': 'rel-083e2be107a62f223caea60dd2504ba7', '__created_at__': 1749262951, 'src_id': 'CMF Watch app', 'tgt_id': 'Watch Pro compatibility', 'content': 'CMF Watch app\tWatch Pro compatibility\napplication integration,device optimization\nThe CMF Watch app provides enhanced features and connectivity with the Watch Pro, including camera control capabilities.', 'source_id': 'chunk-6a6dc70b538423eed2a153e23decae4c', 'file_path': 'unknown_source'}"
rel-8bf77de6cac3a4cd143b1b79f4c71e52,"{'__id__': 'rel-8bf77de6cac3a4cd143b1b79f4c71e52', '__created_at__': 1749262951, 'src_id': 'carbon-fiber spikes', 'tgt_id': 'equipment', 'content': ""carbon-fiber spikes\tequipment\nenhanced performance,sports equipment impact\nCarbon fiber spikes contributed to improved performance during Noah Carter's sprint race."", 'source_id': 'chunk-fcacac32b6b6cffea40cb0a17d301d61', 'file_path': 'unknown_source'}"
rel-36417b7f678b74b565bf057325932e39,"{'__id__': 'rel-36417b7f678b74b565bf057325932e39', '__created_at__': 1749262951, 'src_id': 'Charging Case', 'tgt_id': 'Nothing Customer Service', 'content': 'Charging Case\tNothing Customer Service\ncustomer service,product support\nDepartment providing support for issues related to charging cases.', 'source_id': 'chunk-ea3750d302ca3a5f45590d544e79cdaf', 'file_path': 'unknown_source'}"
rel-da0d69f31be8c3a1dc321bbb8438a69d,"{'__id__': 'rel-da0d69f31be8c3a1dc321bbb8438a69d', '__created_at__': 1749262951, 'src_id': 'Earbud', 'tgt_id': 'Nothing Customer Service', 'content': 'Earbud\tNothing Customer Service\ncustomer service,product support\nDepartment offering assistance and solutions for earbud-related problems.', 'source_id': 'chunk-ea3750d302ca3a5f45590d544e79cdaf', 'file_path': 'unknown_source'}"
rel-1dabead77071329ddad976887be8254c,"{'__id__': 'rel-1dabead77071329ddad976887be8254c', '__created_at__': 1749262951, 'src_id': 'Adaptor', 'tgt_id': 'Charging Case', 'content': 'Adaptor\tCharging Case\n8\nThe Adaptor provides power to the Charging Case for charging earbuds.""(""<""electronic supply, charging pathway', 'source_id': 'chunk-e598990cce04e756caad38b82dbe3eca', 'file_path': 'unknown_source'}"
rel-57837dbf91f7e4bc108e10813f10e804,"{'__id__': 'rel-57837dbf91f7e4bc108e10813f10e804', '__created_at__': 1749262951, 'src_id': 'Charging Case', 'tgt_id': 'Earbuds', 'content': 'Charging Case\tEarbuds\n7\nThe Charging Case charges Earbuds by supplying them with power.""(""<""charging station, storage solution', 'source_id': 'chunk-e598990cce04e756caad38b82dbe3eca', 'file_path': 'unknown_source'}"
rel-406c5864c1e000dcc2ba24ea539c15b5,"{'__id__': 'rel-406c5864c1e000dcc2ba24ea539c15b5', '__created_at__': 1749262951, 'src_id': 'Adaptor', 'tgt_id': 'Earbuds', 'content': 'Adaptor\tEarbuds\n9\nAn Adaptor powers the charging process of Earbuds through the Charging Case.""(""<""power source, charging medium', 'source_id': 'chunk-e598990cce04e756caad38b82dbe3eca', 'file_path': 'unknown_source'}"
rel-544b11d196742f6cf2f7fa4bc72c0637,"{'__id__': 'rel-544b11d196742f6cf2f7fa4bc72c0637', '__created_at__': 1749262951, 'src_id': 'carbon-fiber spikes', 'tgt_id': 'equipment use', 'content': 'carbon-fiber spikes\tequipment use\nathletic equipment,performance improvement\nCarter used advanced carbon-fiber spikes to enhance performance during the event.', 'source_id': 'chunk-8a9c21c16874759496064e1fb0d09cef', 'file_path': 'unknown_source'}"
